deviceisbot,screensize,published,published_dt,sessionid,environmentid,type,devicetype,useragent,objecttype,eventname,event_id
true,"1024x768","2021-12-20T14:32:32+00:00",2021-12-20 14:32:32.000,,sdrn:schibsted:environment:35b55cdf-b5aa-458b-9298-c94e4316b620,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"43177a71-d44e-4929-be61-5457254450f5"
true,"1024x768","2021-12-20T14:32:37+00:00",2021-12-20 14:32:37.000,,sdrn:schibsted:environment:fa473368-314d-4917-83d9-a709615abe58,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"08c0f115-eb29-4d55-949b-bad300d60ff2"
true,"1024x768","2021-12-20T14:32:38+00:00",2021-12-20 14:32:38.000,,sdrn:schibsted:environment:fa473368-314d-4917-83d9-a709615abe58,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"08c0f115-eb29-4d55-949b-bad300d60ff2"
true,"1024x768","2021-12-20T14:32:38+00:00",2021-12-20 14:32:38.000,,sdrn:schibsted:environment:b14b6ef0-52da-48b4-a324-255ddf7c39ef,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ffa079fe-58fe-4d73-8727-4453500ecbd6
true,"1024x768","2021-12-20T14:32:52+00:00",2021-12-20 14:32:52.000,,sdrn:schibsted:environment:cddc68fe-4d2e-4c9f-b4ff-aded2c6a4aca,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,eeae07f2-a8f8-4a56-8f30-0853cb51334a
true,"360x640","2021-12-20T14:37:13+00:00",2021-12-20 14:37:13.000,,sdrn:schibsted:environment:fcb4c66a-65a6-43d8-8fde-8d81c24b99e8,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"0dc0b162-5ff2-4a72-96c7-5fa462f23526"
true,"360x640","2021-12-20T14:38:09+00:00",2021-12-20 14:38:09.000,,sdrn:schibsted:environment:279c88da-9ae2-44e7-929c-3f36f56bb141,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"52a45e69-e0bc-4bd4-af9b-2be06b7de017"
true,"360x640","2021-12-20T14:38:53+00:00",2021-12-20 14:38:53.000,,sdrn:schibsted:environment:88196689-cdcd-4f10-a3c3-128a0d657993,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"12440e83-a8a9-4339-9f53-b810e1ddac1a"
true,"360x640","2021-12-20T15:09:57+00:00",2021-12-20 15:09:57.000,,sdrn:schibsted:environment:73c8763a-4485-490e-b568-09a31a98be7a,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8b4fb04b-3b0e-4f9c-b64d-544b52a647bd"
true,"360x640","2021-12-20T15:10:50+00:00",2021-12-20 15:10:50.000,,sdrn:schibsted:environment:820eadd3-aa7b-439d-b046-1ce7cb71062e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f29f930d-982c-4a34-8ea7-f13feb896dc1
true,"360x640","2021-12-20T15:11:34+00:00",2021-12-20 15:11:34.000,,sdrn:schibsted:environment:bf1cfc54-c363-4322-872a-bcee7324a5ec,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"071a705c-2910-4e67-ab5b-5c6882b6756f"
true,"1024x768","2021-12-20T15:33:04+00:00",2021-12-20 15:33:04.000,,sdrn:schibsted:environment:a1c8e663-ae81-4f03-a953-ec6209c49e66,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f3f100f7-2b8e-42d4-a6e4-e078fb91f77b
true,"1024x768","2021-12-20T15:33:13+00:00",2021-12-20 15:33:13.000,,sdrn:schibsted:environment:dd124ed0-b1d6-4d7a-83bf-bae4775c1989,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"7a3e4d78-f755-4e20-88c8-bdbd456603c9"
true,"1024x768","2021-12-20T15:33:14+00:00",2021-12-20 15:33:14.000,,sdrn:schibsted:environment:4153aa33-0037-40fa-8e8c-f5f1b42e9e69,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"897109bc-d0fb-418e-956a-541f39e1a41e"
true,"1024x768","2021-12-20T15:33:14+00:00",2021-12-20 15:33:14.000,,sdrn:schibsted:environment:6d69414d-47e3-4e2e-a214-229c02f936e3,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"326cd9d4-5d52-4fc4-b3b9-d7eb41994061"
true,"1024x768","2021-12-20T15:33:14+00:00",2021-12-20 15:33:14.000,,sdrn:schibsted:environment:5f6e4816-0d1b-4c2c-918d-097e1d1cfa52,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,f374b135-7a49-43f4-a8e6-b84a473b3543
true,"1024x768","2021-12-20T15:33:15+00:00",2021-12-20 15:33:15.000,,sdrn:schibsted:environment:7ad3dca4-5c47-4323-a3f6-f6fa0bbe8a9b,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,b4d5a735-df02-4723-ba78-c2310dfd1afe
true,"1024x768","2021-12-20T15:33:15+00:00",2021-12-20 15:33:15.000,,sdrn:schibsted:environment:62c48def-1b67-4bc8-9a54-d5b35b51cb4a,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ccc456a7-9255-40e0-924a-e93de7b6b621
true,"1024x768","2021-12-20T15:33:26+00:00",2021-12-20 15:33:26.000,,sdrn:schibsted:environment:3dcc7683-da08-4ae7-9257-625a8679b392,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ba62a2d7-ea3b-4c53-acf6-5cb112dbf269
true,"1024x768","2021-12-20T15:33:37+00:00",2021-12-20 15:33:37.000,,sdrn:schibsted:environment:9f6158b4-929e-4916-b11b-7c7b194b9c16,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"38c52b39-35be-4ddf-b79e-13f1e0d5719b"
true,"360x640","2021-12-20T15:42:37+00:00",2021-12-20 15:42:37.000,,sdrn:schibsted:environment:7da7a921-c161-4a04-acd7-79a21d14638f,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,d5f3b320-d88b-4317-8765-f0cc05c6f9f9
true,"360x640","2021-12-20T15:43:31+00:00",2021-12-20 15:43:31.000,,sdrn:schibsted:environment:30f3f729-63a2-4e59-8cbd-2fa4cbea33be,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,d3da6ab0-cb30-4b4c-bab1-27e8bf9c0885
true,"360x640","2021-12-20T15:44:17+00:00",2021-12-20 15:44:17.000,,sdrn:schibsted:environment:8ba9be01-1507-436f-9778-d860ca177563,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"848f99f2-93f6-445a-989b-c1cce7cec4c1"
true,"360x640","2021-12-20T16:15:24+00:00",2021-12-20 16:15:24.000,,sdrn:schibsted:environment:9b182dcc-8e20-43aa-afeb-4703a29bf2f2,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"8adce923-1ca0-4885-b5a9-62885009c301"
true,"360x640","2021-12-20T16:16:16+00:00",2021-12-20 16:16:16.000,,sdrn:schibsted:environment:d2a6cbd6-7d4b-4cf0-bfe8-7f3701dec27e,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,bccf477e-e5c6-444f-9a0e-7f7accb94b9d
true,"360x640","2021-12-20T16:17:02+00:00",2021-12-20 16:17:02.000,,sdrn:schibsted:environment:f2fbbc8a-c043-4c7d-a332-15de6a34dfa5,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,dfcdf482-dc28-4055-8987-c46d97013947
true,"1024x768","2021-12-20T16:33:50+00:00",2021-12-20 16:33:50.000,,sdrn:schibsted:environment:ab9d90cc-955d-4a6f-88c9-766d966929df,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"5f2fd3b2-b39f-4c2a-9218-d646704b98c8"
true,"1024x768","2021-12-20T16:34:02+00:00",2021-12-20 16:34:02.000,,sdrn:schibsted:environment:6ae3999c-816c-4c8e-9542-b8aa6b863366,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,c78ff432-7bf9-49f5-8e25-1837ff9bf279
true,"1024x768","2021-12-20T16:34:02+00:00",2021-12-20 16:34:02.000,,sdrn:schibsted:environment:895c9205-9a0c-46b3-acda-1d4055da41aa,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,e75609af-4be2-4711-80e0-70e55dcc6f62
true,"1024x768","2021-12-20T16:34:03+00:00",2021-12-20 16:34:03.000,,sdrn:schibsted:environment:ead1e35e-6477-4f0c-b039-d301c754c891,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fc812923-3bbb-400f-8638-6939f912e8ee
true,"1024x768","2021-12-20T16:34:03+00:00",2021-12-20 16:34:03.000,,sdrn:schibsted:environment:0d33fe97-7070-467c-952b-ddc4de102caa,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ce384227-c5a8-4fed-b0a3-6a6532f15a1f
true,"1024x768","2021-12-20T16:34:04+00:00",2021-12-20 16:34:04.000,,sdrn:schibsted:environment:ead1e35e-6477-4f0c-b039-d301c754c891,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fc812923-3bbb-400f-8638-6939f912e8ee
true,"1024x768","2021-12-20T16:34:04+00:00",2021-12-20 16:34:04.000,,sdrn:schibsted:environment:eea8c9ec-c8f8-4bbc-9a48-6e6e249a2053,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"42f9bc56-acd5-4644-927c-c0c524e5dbd2"
true,"1024x768","2021-12-20T16:34:14+00:00",2021-12-20 16:34:14.000,,sdrn:schibsted:environment:0262f761-d6f7-44b3-9445-a209fafa7086,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"75638b3c-4004-44fc-93e1-e31968e3c654"
true,"360x640","2021-12-20T16:48:06+00:00",2021-12-20 16:48:06.000,,sdrn:schibsted:environment:1865a1ab-bbe8-4119-9765-c24f55033248,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"36a977a1-2595-46ce-80c7-c8d325a6713d"
true,"360x640","2021-12-20T16:48:59+00:00",2021-12-20 16:48:59.000,,sdrn:schibsted:environment:bc2ad007-1331-46cd-86dd-64aa80b9e702,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"926af5e5-91cf-4ba3-b48b-9ee144fa8cf9"
true,"360x640","2021-12-20T16:49:43+00:00",2021-12-20 16:49:43.000,,sdrn:schibsted:environment:a2c07fc2-dce1-452d-a0f6-b4ad884464e1,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"9ea27b9f-dbb1-4128-832f-bf0758750a26"
true,"360x640","2021-12-20T17:20:53+00:00",2021-12-20 17:20:53.000,,sdrn:schibsted:environment:d0975534-67ae-43ae-ab7e-d882485172c9,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"722d10c7-1cb4-4886-a57f-a1ccfa2d491f"
true,"360x640","2021-12-20T17:21:49+00:00",2021-12-20 17:21:49.000,,sdrn:schibsted:environment:d499a610-0e8b-45de-bc79-d06faf106460,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f2e97ea9-38a1-445c-9028-95b4c98188e8
true,"360x640","2021-12-20T17:22:35+00:00",2021-12-20 17:22:35.000,,sdrn:schibsted:environment:ef9f53e3-cce5-4453-b938-b052e70f83fb,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"5f11b8ed-c44c-4839-b845-db479d2efcda"
true,"1024x768","2021-12-20T17:34:26+00:00",2021-12-20 17:34:26.000,,sdrn:schibsted:environment:3c8c2ad6-e8be-455e-b51d-224d20735625,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"9e730e45-80a7-4e9a-9d13-111f5e1c9ad1"
true,"1024x768","2021-12-20T17:34:37+00:00",2021-12-20 17:34:37.000,,sdrn:schibsted:environment:0c004ebc-4ae4-402d-ab57-df9d11814ddb,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"8ad22bf7-8625-4045-827c-c3fff7bf0b04"
true,"1024x768","2021-12-20T17:34:37+00:00",2021-12-20 17:34:37.000,,sdrn:schibsted:environment:1c4ee443-c01b-411c-8ab6-deb0a41c9ed2,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,d2e2eb56-67a5-4c93-82e6-5ce148246ed4
true,"1024x768","2021-12-20T17:34:39+00:00",2021-12-20 17:34:39.000,,sdrn:schibsted:environment:5844a71e-78d9-4af2-bab5-cc77cd2ecf4c,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fc96b52a-290e-480f-8a05-cb0be6370483
true,"1024x768","2021-12-20T17:34:39+00:00",2021-12-20 17:34:39.000,,sdrn:schibsted:environment:e9a25b45-4c2b-47a3-90fa-bcb2a88345a9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"18445246-cbc6-4c32-9368-87f706165696"
true,"1024x768","2021-12-20T17:34:40+00:00",2021-12-20 17:34:40.000,,sdrn:schibsted:environment:ee99145f-86d1-4d87-9bc9-88e81f7fd7e6,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"838d996c-3312-45ac-8b97-01b7b81d6abc"
true,"1024x768","2021-12-20T17:34:40+00:00",2021-12-20 17:34:40.000,,sdrn:schibsted:environment:89507511-d27b-4d50-973c-1ae88d3c10b0,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"17eb3285-28c7-4092-87cf-19f9c0bf3a47"
true,"1024x768","2021-12-20T17:34:41+00:00",2021-12-20 17:34:41.000,,sdrn:schibsted:environment:6ce34875-69aa-4e37-a940-db964eff11a9,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,dba7adf6-d119-4c81-beb6-bac34a97afaa
true,"1024x768","2021-12-20T17:34:41+00:00",2021-12-20 17:34:41.000,,sdrn:schibsted:environment:53624605-4f03-4d7f-baf4-63dfb7076e80,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"8b68e3f6-3689-4ee2-b054-2058c23f6f31"
true,"1024x768","2021-12-20T17:35:18+00:00",2021-12-20 17:35:18.000,,sdrn:schibsted:environment:e7486be2-2005-45e7-8db5-38631e0b5edf,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,b6cbd648-f798-4294-8428-c42f4640b3c8
true,"360x640","2021-12-20T17:53:36+00:00",2021-12-20 17:53:36.000,,sdrn:schibsted:environment:b1eecd36-d416-4c76-a5bb-f521e4abbaac,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"3b3f8edd-4ccf-43dc-8c05-453438d6a633"
true,"360x640","2021-12-20T17:54:30+00:00",2021-12-20 17:54:30.000,,sdrn:schibsted:environment:f4db9bb8-4327-4d38-a35e-d560e49729dc,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"890d8eaa-4f7a-49a3-bccd-3eb80257883f"
true,"360x640","2021-12-20T17:55:14+00:00",2021-12-20 17:55:14.000,,sdrn:schibsted:environment:97befc67-18e5-48f0-b906-a102a3b43651,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,e8c2470f-c02d-4237-b15a-afae9e79452a
true,"360x640","2021-12-20T18:26:20+00:00",2021-12-20 18:26:20.000,,sdrn:schibsted:environment:01c95671-61ef-4657-810c-73e37b2f3043,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,f13a7599-9f76-4826-a679-db4456a32393
true,"360x640","2021-12-20T18:27:13+00:00",2021-12-20 18:27:13.000,,sdrn:schibsted:environment:df980891-fa28-4895-9cac-dc3d9ecfce68,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,eb852d8d-6510-462f-ad3d-17b2b94e450d
true,"360x640","2021-12-20T18:27:57+00:00",2021-12-20 18:27:57.000,,sdrn:schibsted:environment:523df42f-f387-4677-83ae-5349012acb04,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,e10dcc46-e6d4-4ffe-ae89-6c39a6c89a55
true,"1024x768","2021-12-20T18:35:42+00:00",2021-12-20 18:35:42.000,,sdrn:schibsted:environment:5c7c7973-1e74-41ac-b1a5-436cdd598b15,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,"0951edd6-7a13-4503-ba46-c3d42338004c"
true,"1024x768","2021-12-20T18:35:42+00:00",2021-12-20 18:35:42.000,,sdrn:schibsted:environment:408dcd82-97c1-469f-b4ee-bb721efc2f00,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,bbcd6734-b829-4a6b-8ddc-43ebfd41497d
true,"1024x768","2021-12-20T18:35:43+00:00",2021-12-20 18:35:43.000,,sdrn:schibsted:environment:8846b8f8-e735-47b7-bc09-5181b2c29bbf,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ce784063-f9ec-4268-9690-b2c1685a81a4
true,"1024x768","2021-12-20T18:35:43+00:00",2021-12-20 18:35:43.000,,sdrn:schibsted:environment:fe5b6d44-764e-4104-8eab-d6aee76e7421,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,fcd56f01-0336-48f8-ab55-d244bf77a55a
true,"1024x768","2021-12-20T18:35:49+00:00",2021-12-20 18:35:49.000,,sdrn:schibsted:environment:35b4e024-3e57-41da-b713-6521ff468df1,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ae2ad772-a1be-4033-b1bc-16fd741ae6d1
true,"1024x768","2021-12-20T18:36:22+00:00",2021-12-20 18:36:22.000,,sdrn:schibsted:environment:ac4cdbab-3f77-4ea6-a63a-8970ef3e7052,View,desktop,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:63.0.247) Gecko/20100101 Firefox/63.0.247 Site24x7,RecommendationList,Recommendation widget impression,ce771ba4-196e-4e94-a49a-3d6cfbbc0ac6
true,"360x640","2021-12-20T18:59:05+00:00",2021-12-20 18:59:05.000,,sdrn:schibsted:environment:db40797c-343d-43f8-9772-c18bbd13e879,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"186358cd-4c6a-44e6-8dfc-8d3a9ba80835"
true,"360x640","2021-12-20T18:59:59+00:00",2021-12-20 18:59:59.000,,sdrn:schibsted:environment:a5ba3d07-475a-4928-b447-b842b27d348f,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"9bf8350f-a8ed-45ad-94d9-ca76ee8f51ab"
true,"360x640","2021-12-20T19:00:44+00:00",2021-12-20 19:00:44.000,,sdrn:schibsted:environment:b3b3b137-c8ab-4f7a-8390-f6f69b96d243,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"2ccc1b73-5a86-47f0-8df4-a0a045f422c7"
true,"360x640","2021-12-20T19:31:51+00:00",2021-12-20 19:31:51.000,,sdrn:schibsted:environment:87033afd-5420-46ee-b7d2-fdbdb036975a,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"13192b9e-3e13-4700-bc4a-7a0bcfddfad4"
true,"360x640","2021-12-20T19:32:45+00:00",2021-12-20 19:32:45.000,,sdrn:schibsted:environment:c99ccbbc-d1ca-4e26-b8a9-01b5f7985e8f,View,mobile,Mozilla/5.0 (Linux; Android 7.0; Moto G (4)) AppleWebKit/537.36 (KHTML like Gecko) Chrome/94.0.4590.2 Mobile Safari/537.36 Chrome-Lighthouse,Form,Ad Insertion Form Viewed,"2f8e3cee-cb0c-4bd2-bbe2-bf2d10d4f09f"
