deviceisbot,screensize,type,devicetype,useragent,objecttype,eventname,timedelta,viewportsize
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1768x2081,Request,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1440x3100,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2176,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Seen Widget,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1200x1824,Click,tablet,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2037,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User sends message by clicking template,0:00:00,Null
false,720x1381,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x3100,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x3100,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2037,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2076,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x3100,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1418,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1284x2778,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1440x3100,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2076,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2177,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2076,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2176,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2176,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2076,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1418,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2047,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2138,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2176,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2076,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1768x2081,View,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:06,Null
false,1125x2436,Close,mobile,iOSSPTTracker1.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2158,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,Show,mobile,iOSSPTTracker1.0.1,UIElement,Show conversation alert,0:00:13,Null
false,1080x2040,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2076,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration input trigger,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2037,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,720x1384,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2047,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2094,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:00,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:06,Null
false,840x2207,Request,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2076,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2047,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1170x2532,Request,mobile,iOSSPTTracker1.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1384,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:00,Null
false,1125x2436,Engagement,mobile,iOSSPTTracker1.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2273,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2076,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2037,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2210,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2076,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1440x3100,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2199,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,Click on Search Bar,0:00:00,Null
false,1080x2168,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,750x1334,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:08,Null
false,720x1381,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2094,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:10,Null
false,1080x2131,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1768x2081,Request,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,720x1381,View,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Show template,0:00:00,Null
false,1080x2273,Click,mobile,Android-Pulse-Tracker/8.0.1,RecommendationItem,Click on Last Search Widget,0:00:01,Null
false,1080x2094,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,720x1381,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1080x2138,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1768x2081,Request,tablet,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,Click,mobile,iOSSPTTracker1.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2144,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,annuncio con visita guidata,0:00:00,Null
false,720x1424,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2201,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2037,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,1080x2201,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,annuncio con visita guidata,0:00:00,Null
false,828x1792,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,720x1382,View,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation View,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,ConversationList,Inbox view,0:00:00,Null
false,1440x2858,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2220,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1080x2058,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1284x2778,View,mobile,iOSSPTTracker1.0.1,Page,Inbox view,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,UIElement,Show integration call to action,0:00:00,Null
false,1125x2436,View,mobile,iOSSPTTracker1.0.1,Conversation,Conversation View,0:00:00,Null
false,1170x2532,Click,mobile,iOSSPTTracker1.0.1,UIElement,Click UIElement,0:00:00,Null
false,1080x2131,Request,mobile,Android-Pulse-Tracker/8.0.1,MessageTemplate,Request template,0:00:00,Null
false,1170x2532,View,mobile,iOSSPTTracker1.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2179,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2184,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,annuncio con visita guidata,0:00:00,Null
false,1080x2158,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2139,Click,mobile,Android-Pulse-Tracker/8.0.1,UIElement,modifica o aggiunta elementi al messaggio,0:00:00,Null
false,1080x2220,Close,mobile,Android-Pulse-Tracker/8.0.1,Conversation,Conversation Close,0:00:00,Null
false,1080x2220,Engagement,mobile,Android-Pulse-Tracker/8.0.1,Message,User click in send button reply conversation,0:00:00,Null
false,1080x2110,View,mobile,Android-Pulse-Tracker/8.0.1,ConversationList,Inbox View,0:00:00,Null
false,720x1452,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
false,1080x2144,View,mobile,Android-Pulse-Tracker/8.0.1,RecommendationList,Recommendation widget impression,0:00:00,Null
